451
0.1	3.
0.10200000000000001	3.
0.10400000000000001	3.
0.10600000000000001	3.
0.10800000000000001	3.
0.11	3.
0.112	3.
0.114	3.
0.116	3.
0.11800000000000001	3.
0.12000000000000001	3.
0.122	3.
0.124	3.
0.126	3.
0.128	3.
0.13	3.
0.132	3.
0.134	3.
0.136	3.
0.138	3.
0.14	3.
0.14200000000000002	3.
0.14400000000000002	3.
0.14600000000000002	3.
0.14800000000000002	3.
0.15000000000000002	3.
0.15200000000000002	3.
0.154	3.
0.156	3.
0.158	3.
0.16	3.
0.162	3.
0.164	3.
0.166	3.
0.168	3.
0.17	3.
0.17200000000000001	3.
0.174	3.
0.176	3.
0.178	3.
0.18	3.
0.182	3.
0.184	3.
0.186	3.
0.188	3.
0.19	3.
0.192	3.
0.194	3.
0.196	3.
0.198	3.
0.2	3.
0.202	3.
0.20400000000000001	3.
0.20600000000000002	3.
0.20800000000000002	3.
0.21000000000000002	3.
0.21200000000000002	3.
0.21400000000000002	3.
0.21600000000000003	3.
0.21800000000000003	3.
0.22	3.
0.222	3.
0.224	3.
0.226	3.
0.228	3.
0.23	3.
0.232	3.
0.234	3.
0.23600000000000002	3.
0.23800000000000002	3.
0.24000000000000002	3.
0.24200000000000002	3.
0.24400000000000002	3.
0.246	3.
0.248	3.
0.25	3.
0.252	3.
0.254	3.
0.256	3.
0.258	3.
0.26	3.
0.262	3.
0.264	3.
0.266	3.
0.268	3.
0.27	3.
0.272	3.
0.274	3.
0.276	3.
0.278	3.
0.28	3.
0.28200000000000003	3.
0.28400000000000003	3.
0.28600000000000003	3.
0.28800000000000003	3.
0.29000000000000004	3.
0.29200000000000004	3.
0.29400000000000004	3.
0.29600000000000004	3.
0.29800000000000004	3.
0.30000000000000004	3.
0.30200000000000005	3.
0.30400000000000005	3.
0.30600000000000005	3.
0.30800000000000005	3.
0.31	3.
0.312	3.
0.314	3.
0.316	3.
0.318	3.
0.32	3.
0.322	3.
0.324	3.
0.326	3.
0.328	3.
0.33	3.
0.332	3.
0.334	3.
0.336	3.
0.338	3.
0.33999999999999997	3.
0.34199999999999997	3.
0.344	3.
0.346	3.
0.348	3.
0.35	3.
0.352	3.
0.354	3.
0.356	3.
0.358	3.
0.36	3.
0.362	3.
0.364	3.
0.366	3.
0.368	3.
0.37	3.
0.372	3.
0.374	3.
0.376	3.
0.378	3.
0.38	3.
0.382	3.
0.384	3.
0.386	3.
0.388	3.
0.39	3.
0.392	3.
0.394	3.
0.396	3.
0.398	3.
0.4	3.
0.402	3.
0.404	3.
0.406	3.
0.40800000000000003	3.
0.41000000000000003	3.
0.41200000000000003	3.
0.41400000000000003	3.
0.41600000000000004	3.
0.41800000000000004	3.
0.42000000000000004	3.
0.42200000000000004	3.
0.42400000000000004	3.
0.42600000000000005	3.
0.42800000000000005	3.
0.43000000000000005	3.
0.43200000000000005	3.
0.43400000000000005	3.
0.43600000000000005	3.
0.43800000000000006	3.
0.44000000000000006	3.
0.44200000000000006	3.
0.44400000000000006	3.
0.44600000000000006	3.
0.44800000000000006	3.
0.45000000000000007	3.
0.45199999999999996	3.
0.45399999999999996	3.
0.45599999999999996	3.
0.45799999999999996	3.
0.45999999999999996	3.
0.46199999999999997	3.
0.46399999999999997	3.
0.46599999999999997	3.
0.46799999999999997	3.
0.47	3.
0.472	3.
0.474	3.
0.476	3.
0.478	3.
0.48	3.
0.482	3.
0.484	3.
0.486	3.
0.488	3.
0.49	3.
0.492	3.
0.494	3.
0.496	3.
0.498	3.
0.5	3.
0.502	3.
0.504	3.
0.506	3.
0.508	3.
0.51	3.
0.512	3.
0.514	3.
0.516	3.
0.518	3.
0.52	3.
0.522	3.
0.524	3.
0.526	3.
0.528	3.
0.53	3.
0.532	3.
0.534	3.
0.536	3.
0.538	3.
0.54	3.
0.542	3.
0.544	3.
0.546	3.
0.548	3.
0.55	3.
0.552	3.
0.554	3.
0.556	3.
0.558	3.
0.56	3.
0.562	3.
0.5640000000000001	3.
0.5660000000000001	3.
0.5680000000000001	3.
0.5700000000000001	3.
0.5720000000000001	3.
0.5740000000000001	3.
0.5760000000000001	3.
0.5780000000000001	3.
0.58	3.
0.582	3.
0.584	3.
0.586	3.
0.588	3.
0.59	3.
0.592	3.
0.594	3.
0.596	3.
0.598	3.
0.6	3.
0.602	3.
0.604	3.
0.606	3.
0.608	3.
0.61	3.
0.612	3.
0.614	3.
0.616	3.
0.618	3.
0.62	3.
0.622	3.
0.624	3.
0.626	3.
0.628	3.
0.63	3.
0.632	3.
0.634	3.
0.636	3.
0.638	3.
0.64	3.
0.642	3.
0.644	3.
0.646	3.
0.648	3.
0.65	3.
0.652	3.
0.654	3.
0.656	3.
0.658	3.
0.66	3.
0.662	3.
0.664	3.
0.666	3.
0.668	3.
0.67	3.
0.672	3.
0.674	3.
0.676	3.
0.6779999999999999	3.
0.6799999999999999	3.
0.6819999999999999	3.
0.6839999999999999	3.
0.6859999999999999	3.
0.688	3.
0.69	3.
0.692	3.
0.694	3.
0.696	3.
0.698	3.
0.7	3.
0.702	3.
0.704	3.
0.706	3.
0.708	3.
0.71	3.
0.712	3.
0.714	3.
0.716	3.
0.718	3.
0.72	3.
0.722	3.
0.724	3.
0.726	3.
0.728	3.
0.73	3.
0.732	3.
0.734	3.
0.736	3.
0.738	3.
0.74	3.
0.742	3.
0.744	3.
0.746	3.
0.748	3.
0.75	3.
0.752	3.
0.754	3.
0.756	3.
0.758	3.
0.76	3.
0.762	3.
0.764	3.
0.766	3.
0.768	3.
0.77	3.
0.772	3.
0.774	3.
0.776	3.
0.778	3.
0.78	3.
0.782	3.
0.784	3.
0.786	3.
0.788	3.
0.79	3.
0.792	3.
0.794	3.
0.796	3.
0.798	3.
0.8	3.
0.802	3.
0.8039999999999999	3.
0.8059999999999999	3.
0.8079999999999999	3.
0.8099999999999999	3.
0.8119999999999999	3.
0.814	3.
0.816	3.
0.818	3.
0.82	3.
0.822	3.
0.824	3.
0.826	3.
0.828	3.
0.83	3.
0.832	3.
0.834	3.
0.836	3.
0.838	3.
0.84	3.
0.842	3.
0.844	3.
0.846	3.
0.848	3.
0.85	3.
0.852	3.
0.854	3.
0.856	3.
0.858	3.
0.86	3.
0.862	3.
0.864	3.
0.866	3.
0.868	3.
0.87	3.
0.872	3.
0.874	3.
0.876	3.
0.878	3.
0.88	3.
0.882	3.
0.884	3.
0.886	3.
0.888	3.
0.89	3.
0.892	3.
0.894	3.
0.896	3.
0.898	3.
0.9	3.
0.902	3.
0.904	3.
0.906	3.
0.908	3.
0.91	3.
0.912	3.
